ad_name,hook_frame,master_frame,close_type,specificity,pain_target,production_cue,language,evidence_hook,evidence_close,evidence_pain,confidence,notes,source,tagged_at
USA_PFX_FB_Leads_Conv_LAL_0-2%_Engaged_NA_Video_Priyanshul_060326,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.,v3-influencer,2026-04-30
USA_PFX_FB_Leads_Conv_LAL_0-2%_Engaged_NA_Video_Priyanshul_170326,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.,v3-influencer,2026-04-30
USA_PFX_FB_Leads_Conv_LAL_0-2%_Engaged_NA_Video_Priyanshul_IG_060326,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.,v3-influencer,2026-04-30
USA_PFX_FB_Leads_Conv_LAL_0-2%_Engaged_Priyanshul-2_031125,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.,v3-influencer,2026-04-30
USA_PFX_FB_Leads_Conv_LAL_0-2%_Engaged_Priyanshul_131025,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.,v3-influencer,2026-04-30
USA_PFX_FB_Leads_Conv_LAL_0-2%_Engaged_Priyanshul_IG_video_290126,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.,v3-influencer,2026-04-30
USA_PFX_FB_Leads_Conv_LAL_0-2%_Engaged_Video_Priyanshul_IG_180226,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.,v3-influencer,2026-04-30
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_Math-Kangaroo_LeadGen_NA_Static-30-Day-Math-Kangaroo-Prep-261225,Competition,Competition-Prep,Free-Class,Anonymous,Competition-Prep,Static-Graphic,English,Build Math Kangaroo-Ready Thinking,Book a Free Class,Is your child preparing for Math Kangaroo?,High,,v3-static,2026-04-30
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_NRI_Contextual_Statics_LeadGen_NA_Static-India-Best-Math-Tutors-180226,Cultural,Top-Tutors,Trust-Badge,Anonymous,Foundation,Static-Graphic,English,Trusted Indian Math Tutors for K-12 NRI Kids,Book a Free Class,top 1% Indian tutors,High,,v3-static,2026-04-30
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_High_School_LeadGen_NA_Static-High-School-Master-Algebra-White-150126 – Copy,Academic-Outcome,Top-Tutors,Free-Class,Anonymous,"Topic-Algebra,Late-Stage-HS",Static-Graphic,English,1:1 Online Math Tutoring for High School Kids,Book a Free Trial Class,freeze when the numbers change... Algebra 1 and Algebra 2,High,,v3-static,2026-04-30
MEA_AKT_FB_Leads_Conv_Interest_Maths_Engaged_shoppers_Parents_with_preteens_NA_Static_O-Strong-Foundations_20-Oct-2025,Anxiety,Outcome-First,Free-Class,Anonymous,Foundation,Static-Graphic,English,"Make Math a Strength, Not a Struggle",Book Your Free Class Today,From confusion to confidence,High,,v3-static,2026-04-30
MEA_AKT_FB_Leads_Conv_UAE_High_Intent_Targeting_LP_Signup_Premium-Ecom-Brands_NA_Video_Cuemath-Hero-5-21s_111225,Enrichment,Trust-Badge,Trust-Badge,Anonymous,Foundation,Static-Graphic,English,"Trusted by 200,000+ Families",Start with a free trial,4.9 Rated on Trustpilot,High,Premium UAE creative reusing Asian Strong Foundation visual frame,v3-static,2026-04-30
USA_FB_Leads_Conv_LAL_Enrolled_Signup_Old-LP_35-55_High_School_NA_Static-High-School-Master-Algebra-White-150126,Academic-Outcome,Top-Tutors,Free-Class,Anonymous,"Topic-Algebra,Late-Stage-HS",Static-Graphic,English,1:1 Online Math Tutoring for High School Kids,Book a Free Trial Class,Algebra 1 and Algebra 2,High,,v3-static,2026-04-30
MEA_AKT_FB_Leads_Conv_UAE_CTF_Parents_Targeting_LP_Signup_NA_Static-Parents-believed-offline-was-better-31-Oct-2025,System-diagnosis,Outcome-First,Free-Class,Named-parent,Personalization-Gap,Static-Graphic,English,Parents believed offline was better,Book a Free Class,offline was better,Medium,Notion match not located via search; tagged from ad name structure,v3-static,2026-04-30
Herocut_05_041225,Behavioral-Outcome,Outcome-First,Free-Class,Named-child,Confidence,UGC-polished,English,Hero cut testimonial,Book a Free Class,Confidence,Low,Notion not located; PLA NRI hero cut testimonial — inferred from creative_type=Testimonial,v3-static,2026-04-30
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_New-Year_LeadGen_NA_Static-2026-Stands-for-Math-Confidence-221225,Academic-Outcome,Outcome-First,Offer-led,Anonymous,Confidence,Static-Graphic,English,2026 Stands for Math Confidence,25% OFF for a limited time | Book a Free Class,turn math confusion into confidence,High,,v3-static,2026-04-30
ANZ_FB_Leads_Conv_India-Expats_Australia_Static_W-Testimonial-NAPLAN_040226,Competition,Outcome-First,Free-Class,Named-parent,Competition-Prep,Static-Graphic,English,How is your child preparing for NAPLAN?,Book a Free Class,NAPLAN-level math assessments,High,,v3-static,2026-04-30
CAN_FB_Leads_Conv_Expats_34-55_Signup_Old_LP_NA_Static-Strong-math-Indian-tutors-310126,Cultural,Top-Tutors,Free-Class,Anonymous,Foundation,Static-Graphic,English,Trusted Indian Math Tutors,Book a Free Class,top 1% Indian tutors,High,,v3-static,2026-04-30
Math_Kangaroo_Static_30-Day-Prep_040126,Competition,Competition-Prep,Free-Class,Anonymous,Competition-Prep,Static-Graphic,English,30-Day Math Kangaroo Prep,Book a Free Class,Math Kangaroo,High,,v3-static,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_Old-LP_35-55_NRI_Contextual_Statics_NA_Static-Master-Math-this-Winter-White-060226,Cultural,Top-Tutors,Free-Class,Anonymous,Foundation,Static-Graphic,English,Master Math this Winter,Book a Free Class,top Indian tutors,Medium,Reuses NRI contextual frame; winter callout but no offer in copy,v3-static,2026-04-30
USA_FB_Leads_Conv_Advantage_Audience_High_NRI_Creatives_Scaling_Signup_Old-LP_NA_Static-Top-Indian-tutors-060226,Cultural,Top-Tutors,Free-Class,Anonymous,Foundation,Static-Graphic,English,Top Indian Math Tutors,Book a Free Class,top 1% Indian tutors,High,,v3-static,2026-04-30
Static_W-Ch-Strong-Foundations_230226,Cultural,Outcome-First,Free-Class,Anonymous,Foundation,Static-Graphic,Mandarin,Strong Foundations - Chinese variant,Book a Free Class,strong foundations,Medium,Chinese PLA — visual text inferred; uses Asian strong foundation frame,v3-static,2026-04-30
ANZ_PFX_FB_Leads-Conv_Australia_All-Expats_ShortForm-LP-Signup_NA_Static_Y-NAPLAN-Start-Summer_210126,Competition,Competition-Prep,Offer-led,Anonymous,Competition-Prep,Static-Graphic,English,Start Summer Strong with 1:1 Online NAPLAN Maths Prep,Up to 20% Off + Free Workbooks | Book a Free Class,NAPLAN-style questions,High,,v3-static,2026-04-30
MEA_AKT_FB_Leads_Conv_Interest_Maths_Engaged_shoppers_Parents_with_preteens_NA_Static_O-Strong-Foundations_V2-121225,Anxiety,Outcome-First,Free-Class,Anonymous,Foundation,Static-Graphic,English,"Make Math a Strength, Not a Struggle V2",Book Your Free Class Today,From confusion to confidence,High,,v3-static,2026-04-30
USA_AKT_FB_Leads_Conv_Advantage_Audience-Telugu_35-55_LeadGen_Telugu_Creatives_Telugu_copy_NA_Static_Balamaina_Math_Foundation_150126,Cultural,Cultural-Relatability,Free-Class,Anonymous,Foundation,Static-Graphic,Telugu,Balamaina Math Foundation - Telugu vernac,Book a Free Class,strong math foundation,Medium,Telugu vernac creative; Notion match not located — inferred from filename,v3-static,2026-04-30
MEA_AKT_FB_Leads_Conv_UAE_HNIs_Targeting_LP_Pricing_Creatives_60AED_Signup_NA_Static-IB-MYP1_260126,Enrichment,MathFit,Offer-led,Anonymous,"Personalization-Gap,Foundation",Static-Graphic,English,1:1 Math Tutoring for IB MYP,Book a Free 1:1 Class Today,"Want your child to truly understand IB MYP Math, not just memorize steps?",High,Memorization vs Understanding underlies but explicit MYP topic; pricing offer,v3-static,2026-04-30
Mea_PFX_FB_Leads-Conv_AD-DH-Sha-Cities_Int-Premium_LeadGen_NA_Static_Y-Girl-MathFit_240925,Enrichment,MathFit,Free-Class,Named-child,Confidence,Static-Graphic,English,Make Your Child MathFit,Book a Free Class,MathFit - thinking not calculating,Medium,Notion not located via search; tagged from MathFit framing in name,v3-static,2026-04-30
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_Math-Kangaroo_LeadGen_NA_Static-Build Skills-V2-111225,Competition,Competition-Prep,Free-Class,Named-child,Competition-Prep,Static-Graphic,English,Build Math Kangaroo Skills,Book a Free Class,Math Kangaroo,High,,v3-static,2026-04-30
ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Static_W-NAPLAN-2026-Ready_030226,Competition,Competition-Prep,Free-Class,Named-child,Competition-Prep,Static-Graphic,English,NAPLAN 2026 is closer than you think,Book a Free Class,NAPLAN 2026,High,,v3-static,2026-04-30
ANZ_FB_Leads_Conv_Parents-All-Pri+Sec_Australia_Static_Y-Testimonial-Vishal_020326,Competition,Outcome-First,Free-Class,Named-parent,Competition-Prep,Static-Graphic,English,How is your child preparing for NAPLAN?,Book a Free Class,NAPLAN — top 5% of their state,High,,v3-static,2026-04-30
USA_FB_Leads_Conv_LAL_Enrolled_Signup_LP_Holi_Creatives_NA_Static_Color_Their_Future_200226,Cultural,Outcome-First,Free-Class,Anonymous,Foundation,Static-Graphic,English,Color Their Future with Strong Math Skills,Book a Free Class,deep conceptual understanding,High,,v3-static,2026-04-30
ANZ_FB_Leads_Conv_int-Parents_Australia_Static_Y-Testimonial-Vishal_200326,Competition,Outcome-First,Free-Class,Named-parent,Competition-Prep,Static-Graphic,English,How is your child preparing for NAPLAN?,Book a Free Class,NAPLAN-level math assessments,High,,v3-static,2026-04-30
ANZ_FB_Leads_Conv_Parents-All-Pri+Sec_Australia_Static_Y-NAPLAN-Chinese_290126,Competition,Cultural-Relatability,Offer-led,Anonymous,Competition-Prep,Static-Graphic,Mandarin,NAPLAN 2026 — Chinese variant,Up to 20% Off + Free Workbooks,NAPLAN-style questions,Medium,Chinese vernac NAPLAN; offer present per ANZ pattern,v3-static,2026-04-30
ANZ-UK_FB_Leads_Conv_PayU_UK_Static_P-Gamified_250226,Behavioral-Outcome,Outcome-First,Free-Class,Named-child,Engagement,Static-Graphic,English,Gamified math learning,Book a Free Class,interactive gamified platform,Low,Notion match not located; UK gamified static — inferred from canonical,v3-static,2026-04-30
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_AMC_LeadGen_NA_Static-Boost-score-in-AMC8--310126,Competition,Competition-Prep,Free-Class,Anonymous,Competition-Prep,Static-Graphic,English,Boost Your Score in AMC 8,Book a Free Class,AMC 8,High,,v3-static,2026-04-30
ANZ_PFX_FB_Leads-Conv_Australia_LeadGen_NA_Static_NAPLAN-Chinese_061125,Competition,Cultural-Relatability,Offer-led,Anonymous,Competition-Prep,Static-Graphic,Mandarin,NAPLAN prep — Chinese variant,Up to 20% Off + Free Workbooks,NAPLAN-style questions,Medium,,v3-static,2026-04-30
USA_FB_Leads_Conv_LAL_Enrolled_35-55_Republic_Day_LeadGen_NA_Static-make-child-mathfit-200126,Cultural,MathFit,Offer-led,Named-child,Confidence,Static-Graphic,English,"This Republic Day, Make your Child MathFit",25% Off · Book a Free Class,MathFit - rise above math anxiety,High,,v3-static,2026-04-30
MEA_AKT_FB_Leads_Conv_UAE_High_ROAS_Creative_Scaling_LP_Signup_NA_Static-Parents-believed-offline-was-better-180226,System-diagnosis,Outcome-First,Free-Class,Named-parent,Personalization-Gap,Static-Graphic,English,Parents believed offline was better,Book a Free Class,offline was better,Medium,Notion match not located; second variant of offline-vs-online frame,v3-static,2026-04-30
USA_FB_Leads_Conv_LAL_Enrolled_35-55_Pricing_Creatives_LeadGen_NA_Static-starting-at-$20-per-class-220126,Enrichment,Top-Tutors,Offer-led,Named-child,Foundation,Static-Graphic,English,Starting at $20 per class,Classes start at $20 | Book a Free Class,top Indian tutors at affordable price,High,,v3-static,2026-04-30
ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Static_W-Testimonial-NAPLAN_030226,Competition,Outcome-First,Free-Class,Named-parent,Competition-Prep,Static-Graphic,English,How is your child preparing for NAPLAN?,Book a Free Class,NAPLAN — top 5%,High,,v3-static,2026-04-30
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_Christmas_LeadGen_NA_Static-Christmas-Master-Algebra-Geometry-101225,Academic-Outcome,Top-Tutors,Offer-led,Anonymous,"Topic-Algebra,Topic-Geometry",Static-Graphic,English,This Christmas Give Your Child the Gift of Math Mastery,Get 25% off | Book a Free 1:1 Class,Master Algebra & Geometry,High,,v3-static,2026-04-30
USA_FB_Leads_Conv_Expats_High_School_40_60_Signup_LP_Statics_NA_Static-High-School-AP-Calculus-BC-090426,Academic-Outcome,Top-Tutors,Free-Class,Anonymous,"Topic-Calculus,Late-Stage-HS",Static-Graphic,English,AP Calculus BC mastery,Book a Free Trial Class,AP Calculus BC,High,,v3-static,2026-04-30
ANZ-UK_FB_Leads_Conv_India-Expats_UK_Static_O-Classroom-Maths_050226,System-diagnosis,1-1-Personalization,Free-Class,Anonymous,Personalization-Gap,Static-Graphic,English,Classroom maths isn't enough,Book a Free Class,one teacher many students,Medium,Notion match not located; inferred from offline-vs-online frame in name,v3-static,2026-04-30
ANZ_PFX_FB_Leads-Conv_Australia_All-Expats_ShortForm-LP-Signup_NA_Static_Y-Boost-NAPLAN-White_101225,Competition,Competition-Prep,Offer-led,Anonymous,Competition-Prep,Static-Graphic,English,Boost NAPLAN Maths,Up to 20% Off + Free Workbooks,NAPLAN-style,High,,v3-static,2026-04-30
ANZ_FB_Leads_Conv_NRI-Cities-Female_Australia_Static_Y-Testimonial-Vishal_200326,Competition,Outcome-First,Free-Class,Named-parent,Competition-Prep,Static-Graphic,English,How is your child preparing for NAPLAN?,Book a Free Class,NAPLAN top 5%,High,,v3-static,2026-04-30
MEA_AKT_FB_Leads_Conv_UAE_High_ROAS_Creative_Scaling_LP_Signup_NA_Static-B-Around-Your-Child-V3-040126,Behavioral-Outcome,1-1-Personalization,Free-Class,Named-child,Personalization-Gap,Static-Graphic,English,Built around your child,Book a Free Class,personalized 1:1 attention,Medium,Notion match not directly located but MEA personalisation frame visible in MEA-ads-perf reference,v3-static,2026-04-30
USA_FB_Leads_Conv_LAL_Enrolled_35-55_NRI_Contextual_Statics_LeadGen_NA_Static-Top-Indian-tutors-NRI-Ad2-230126,Cultural,Top-Tutors,Free-Class,Anonymous,Foundation,Static-Graphic,English,Top Indian Math Tutors,Book a Free Class,top 1% Indian tutors,High,,v3-static,2026-04-30
Static_Y-Ch-Child_280126,Cultural,MathFit,Free-Class,Named-child,Engagement,Static-Graphic,Mandarin,Y-Ch-Child engagement frame,Book a Free Class,thinking not calculating,Low,Notion not located; Chinese PLA variant inferred,v3-static,2026-04-30
ANZ_FB_Leads_Conv_TV-Channels_Australia_Static_W-Testimonial-NAPLAN_140126,Competition,Outcome-First,Free-Class,Named-parent,Competition-Prep,Static-Graphic,English,How is your child preparing for NAPLAN?,Book a Free Class,NAPLAN,High,,v3-static,2026-04-30
Math_Kangaroo_Static_Build_Skills_V2_040126,Competition,Competition-Prep,Free-Class,Anonymous,Competition-Prep,Static-Graphic,English,Build Math Kangaroo Skills V2,Book a Free Class,Math Kangaroo,High,,v3-static,2026-04-30
MEA_AKT_FB_Leads_Conv_Interest_Maths_Engaged_shoppers_Parents_with_preteens_NA_Static-Loved-by-UAE-Families-14-Nov-2025,Cultural,Cultural-Relatability,Trust-Badge,Anonymous,Foundation,Static-Graphic,English,Trusted By US Parents. Loved By UAE Families,Book Your Free Class Today,"200,000+ Students",High,,v3-static,2026-04-30
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_NRI_Contextual_Statics_LeadGen_NA_Static-Spring-Build-Strong-Foundation-060426,Cultural,Outcome-First,Free-Class,Anonymous,Foundation,Static-Graphic,English,Spring: Build a Strong Math Foundation,Book a Free Class,strong foundations,High,,v3-static,2026-04-30
ANZ_PFX_FB_Leads-Conv_Australia_PayU_LeadGen_NA_Static_W-NAPLAN-2026-Ready_241225,Competition,Competition-Prep,Offer-led,Anonymous,Competition-Prep,Static-Graphic,English,NAPLAN 2026 is closer than you think,Up to 20% Off + Free Workbooks | Book a Free Class,NAPLAN 2026,High,,v3-static,2026-04-30
Easter_Hop_Into_Math_Confidence_240326,Behavioral-Outcome,Outcome-First,Offer-led,Named-tutor,Confidence,Studio,English,Hop into Math Confidence this Easter,Book a Free Class,build maths confidence,Medium,Notion match not directly located; Easter creative — inferred Studio talking head from creative_type,v3-static,2026-04-30
USA_FB_Leads_Conv_PayU_New_Audience_35-55_Statics_High_School_New_Concepts_LeadGen_NA_Static-High-School-Algebra-to-AP-Calculus-170426,Academic-Outcome,Top-Tutors,Free-Class,Anonymous,"Topic-Algebra,Topic-Calculus",Static-Graphic,English,From Algebra 1 to AP Calculus,Book a Free Trial Class,Algebra 1 to Pre-Calculus,High,,v3-static,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_Old-LP_35-55_NRI_Contextual_Statics_NA_Static-Top-Indian-tutors-NRI-Ad1-010226,Cultural,Top-Tutors,Free-Class,Anonymous,Foundation,Static-Graphic,English,Top Indian Math Tutors,Book a Free Class,top 1% Indian tutors,High,,v3-static,2026-04-30
ANZ_FB_Leads_Conv_Expats-India_Australia_Static_W-NAPLAN-2027-Testimonial_150426,Competition,Outcome-First,Free-Class,Named-parent,Competition-Prep,Static-Graphic,English,Is your child ready for NAPLAN 2027?,Book a Free Class,NAPLAN 2027,High,,v3-static,2026-04-30
ANZ_PFX_FB_Leads-Conv_Australia_LeadGen_NA_Static_NAPLAN-Chinese-V2_230126,Competition,Cultural-Relatability,Offer-led,Anonymous,Competition-Prep,Static-Graphic,Mandarin,NAPLAN prep — Chinese V2,Up to 20% Off + Free Workbooks,NAPLAN-style,Medium,,v3-static,2026-04-30
ANZ_FB_Leads_Conv_Vernac-Tamil-Static_Australia_Static_Ad3-Tamil-Text_110226,Cultural,Cultural-Relatability,Free-Class,Anonymous,Foundation,Static-Graphic,Tamil,Tamil vernac static,Book a Free Class,Tamil-speaking parents,Medium,Notion match not directly located via search; Tamil vernac inferred,v3-static,2026-04-30
ANZ-NZ_FB_Leads_Conv_Parents-Pri+Sec_Australia_Form_Static_Classroom-Math_280126,System-diagnosis,1-1-Personalization,Free-Class,Anonymous,Personalization-Gap,Static-Graphic,English,Classroom Math vs 1:1 Tutoring,Book a Free Class,one teacher many students,Medium,Notion match not located; ANZ-NZ classroom-math frame inferred,v3-static,2026-04-30
ANZ_FB_Leads_Conv_LAL-0to2-QL_Australia_Static_Testimonial-Dharmender_200426,Behavioral-Outcome,Outcome-First,Free-Class,Named-parent,Confidence,Static-Graphic,English,Dharmender testimonial,Book a Free Class,my child gained confidence,Low,Notion match not located; tagged from testimonial format + parent name,v3-static,2026-04-30
ANZ_FB_Leads_Conv_All-Expats_Australia_Static_W-Child-Falling-Behind_070126,Anxiety,1-1-Personalization,Free-Class,Named-child,Confidence,Static-Graphic,English,Is Your Child Falling Behind in Maths?,Book a Free Class,falling behind,High,Notion ref via 'New term creatives ANZ Dec25' (2c38897c...) confirms hook; ad name explicit,v3-static,2026-04-30
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_LeadGen_3MF_Static_B-Math-Learning-New_020126,Cultural,Top-Tutors,Free-Class,Anonymous,Foundation,Static-Graphic,English,Better Math Learning - NRI,Book a Free Class,top Indian tutors,Medium,,v3-static,2026-04-30
ANZ_PFX_FB_Leads-Conv_Australia_PayU_LeadGen_NA_Static_W-NAPLAN-Boost-Math_291225,Competition,Competition-Prep,Offer-led,Anonymous,Competition-Prep,Static-Graphic,English,Boost NAPLAN Maths,Up to 20% Off + Free Workbooks,NAPLAN-style questions,High,,v3-static,2026-04-30
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_Math-Kangaroo_LeadGen_NA_Static-Is-your-child-preparing-051225,Competition,Competition-Prep,Free-Class,Anonymous,Competition-Prep,Static-Graphic,English,Is your child preparing for Math Kangaroo?,Book a Free Class,Math Kangaroo,High,,v3-static,2026-04-30
USA_AKT_FB_Leads_Conv_Int_Expats-Telugu_35-55_LeadGen_Telugu_Creatives_Telugu_copy_Static_Balamaina_Math_Foundation_150126,Cultural,Cultural-Relatability,Free-Class,Anonymous,Foundation,Static-Graphic,Telugu,Balamaina Math Foundation - Telugu,Book a Free Class,strong math foundation Telugu,Medium,,v3-static,2026-04-30
ANZ_FB_Leads_Conv_Bollywood_Australia_Static_Y-Testimonial-Vishal_150326,Competition,Outcome-First,Free-Class,Named-parent,Competition-Prep,Static-Graphic,English,How is your child preparing for NAPLAN?,Book a Free Class,NAPLAN,High,,v3-static,2026-04-30
ANZ_FB_Leads_Conv_Locations_Australia_Static_W-NAPLAN-Boost-Math_060226,Competition,Competition-Prep,Offer-led,Anonymous,Competition-Prep,Static-Graphic,English,Boost NAPLAN Maths,Up to 20% Off + Free Workbooks,NAPLAN-style questions,High,,v3-static,2026-04-30
ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Static_Y-Testimonial-Vishal_090326,Competition,Outcome-First,Free-Class,Named-child,Competition-Prep,UGC-polished,English,How is your child preparing for NAPLAN?,Book a Free Class,NAPLAN top 5%,High,,v3-static,2026-04-30
Static_Chinese_Ace_math_competition_030426,Competition,Cultural-Relatability,Free-Class,Named-child,Competition-Prep,Static-Graphic,Mandarin,Ace Math Competition - Chinese,Book a Free Class,competition prep,Medium,Notion match not located; Chinese PLA competition static,v3-static,2026-04-30
MEA_AKT_FB_Leads_Conv_Dubai_Premium_Ecom_Brands_LP_Signup_NA_Static-Strong-Math-Foundations-V2-100226,Anxiety,Outcome-First,Free-Class,Anonymous,Foundation,Static-Graphic,English,"Make Math a Strength, Not a Struggle",Book Your Free Class Today,From confusion to confidence,High,,v3-static,2026-04-30
Static_Y-Ch-Family_230226,Cultural,Cultural-Relatability,Free-Class,Anonymous,Foundation,Static-Graphic,Mandarin,Y-Ch-Family Chinese family frame,Book a Free Class,strong math foundations,Low,Notion not located; Chinese PLA family-frame inferred,v3-static,2026-04-30
Mea_PFX_FB_Leads-Conv_NA_Int-Female_LeadGen_NA_Static-Christmas-Ho-Ho-Ho-051225,Cultural,Outcome-First,Offer-led,Anonymous,Foundation,Static-Graphic,English,Ho Ho Ho! Better Math Learning is on its Way,Get 20% Off | Book a Free 1:1 Class,"focused attention, clear explanations",High,,v3-static,2026-04-30
ANZ_FB_Leads_Conv_Parents-All-Pri+Sec_Australia_Static_W-NAPLAN-Boost-Math_290126,Competition,Competition-Prep,Offer-led,Anonymous,Competition-Prep,Static-Graphic,English,Boost NAPLAN Maths,Up to 20% Off + Free Workbooks,NAPLAN-style questions,High,,v3-static,2026-04-30
ANZ_FB_Leads_Conv_Int-Parenting_Australia_Static_NAPLAN-Chinese_050126,Competition,Cultural-Relatability,Offer-led,Anonymous,Competition-Prep,Static-Graphic,Mandarin,NAPLAN prep — Chinese,Up to 20% Off + Free Workbooks,NAPLAN-style,Medium,,v3-static,2026-04-30
ANZ-SG_FB_Leads_Conv_int4C_Singapore_Static_Strong-Maths-Foundations_110226,Cultural,Outcome-First,Free-Class,Anonymous,Foundation,Static-Graphic,English,Strong Maths Foundations - Singapore,Book a Free Class,strong foundations,High,,v3-static,2026-04-30
MEA_AKT_FB_Leads_Conv_UAE_High_Intent_Targeting_Signup_LP_NA_Video_Brand-Mission-27s_080226,Enrichment,Outcome-First,Free-Class,Anonymous,Foundation,Static-Graphic,English,Cuemath brand mission,Book a Free Class,strong foundation for life,Medium,Despite '_video_' filename it is tagged as static graphic in CSV (creative_type=Static); brand mission frame,v3-static,2026-04-30
USA_FB_Leads_Conv_LAL_Enrolled_35-55_Republic_Day_LeadGen_NA_Static-strong-math-foundations-200126,Academic-Outcome,Outcome-First,Offer-led,Named-child,Foundation,Static-Graphic,English,Strong Math Foundations Start Here,Republic Day Offer: 25% OFF | Book a Free Class,strong fundamentals,High,,v3-static,2026-04-30
USA_FB_Leads_Conv_CTF_LAL_Enrolled_Signup_LP_Static_Accelerate_Toward_AP_Calculus_BC_180326,Academic-Outcome,Top-Tutors,Free-Class,Anonymous,"Topic-Calculus,Late-Stage-HS",Static-Graphic,English,Accelerate Toward AP Calculus BC,Book a Free Trial Class,AP Calculus BC,High,,v3-static,2026-04-30
ANZ_FB_Leads_Conv_Parents-All-Pri+Sec_Australia_Static_W-Testimonial-NAPLAN_290126,Competition,Outcome-First,Free-Class,Named-parent,Competition-Prep,Static-Graphic,English,How is your child preparing for NAPLAN?,Book a Free Class,NAPLAN top 5%,High,,v3-static,2026-04-30
ANZ_FB_Leads_Conv_Int-4C_Australia_Video_Testimonial-Mohit-Kukreja_060126,Enrichment,1-1-Personalization,Recommendation,Named-child,Engagement,UGC-polished,English,We were looking for more of mathematics tutoring where they have more of creative thinking,I will 100% recommend Cuemath,"He loves that challenge, so yeah, I am very happy",High,"Hook is enrichment; behavioral proof in body (Agam keen, loves challenge) supports Engagement pain.",v2.1-handcrafted,2026-04-30
ANZ_FB_Leads_Conv_int-Parents_Australia_Video_Testimonial-Lakshmi_200326,Enrichment,Top-Tutors,Free-Class,Anonymous,"Foundation, Topic-Number-Sense",UGC-polished,English,"She was okay, not behind, but we want math and science to be our strong suits",Book a Free Class,"young learners build number sense, critical thinking, and fine motor skills",High,PC explicitly names number-sense — added topic tag.,v2.1-handcrafted,2026-04-30
USA_FB_Leads_Conv_LAL_PayU_New_Audience_35-55_New_English_Generic_LeadGen_NA_Video_English_Testimonial_Shalini_Dropati_180226,Child-diagnosis,Top-Tutors,Free-Class,Anonymous,Confidence,UGC-polished,English,Is your child struggling to stay focused in math class?,Book a Free Class,feel more confident over time,Medium,No transcript for Shalini Dropati available; tagged from PC only.,v2.1-handcrafted,2026-04-30
USA_FB_Leads_Conv_PayU_New_Audience_35-55_English_Testimonials_Part2_LeadGen_NA_Video_English_Testimonial_Grade2_Likita_090426,Enrichment,Top-Tutors,Free-Class,Named-child,Competition-Prep,UGC-polished,English,Is school math enough if your child is ready for more?,Book a Free Trial Class,preparing for competitive math like Math Kangaroo,High,Transcript: 'wanted her to enroll in competitive maths like Math Kangaroo. The ongoing class curriculum is not sufficient.',v2.1-handcrafted,2026-04-30
